number_of_holes,horizental_symetry,vertical_symetry,mean_vtd,stddev_vtd,mean_htd,stddev_htd,bottom_line_density,Class,name
1,1.0729023383768914,1.0039893617021276,1.2666666666666666,0.8206377566768518,1.5625,0.7371709792385881,0.6666666666666666,0,0/13.56.png
1,1.0043499275012082,0.975702715578847,1.1506849315068493,0.7201703671260389,1.5,0.6873433966234707,0.6712328767123288,0,0/134371.png
1,0.9791099000908265,1.0027573529411764,1.25,0.7798775257845816,1.5445544554455446,0.7283509109659646,0.6617647058823529,0,0/13469.png
1,1.2293274531422271,0.957405614714424,1.2698412698412698,0.8073522876253248,1.5471698113207548,0.7188890300708132,0.7142857142857143,0,0/134998.png
1,1.0728323699421964,0.9878048780487805,1.2166666666666666,0.8044719642367519,1.5257731958762886,0.7372921106029743,0.6666666666666666,0,0/138217.png
1,0.926509186351706,0.9731182795698925,1.2352941176470589,0.774936628296359,1.5148514851485149,0.7431535694072742,0.6029411764705882,0,0/13954.png
1,1.1062091503267975,1.0109204368174727,1.305084745762712,0.8357164444074028,1.5319148936170213,0.7434607778241511,0.6610169491525424,0,0/14.97.png
1,0.9973521624007061,1.0115555555555555,1.234375,0.7916666666666667,1.537037037037037,0.7159847271112418,0.6875,0,0/14021.png
1,0.9932998324958124,0.9669421487603306,1.1320754716981132,0.8095044982308766,1.4814814814814814,0.7923242882669809,0.6981132075471698,0,0/146361.png
1,1.1004709576138147,1.0584615384615386,1.2678571428571428,0.8840212138254978,1.5918367346938775,0.72987408452089,0.6428571428571429,0,0/149299.png
1,0.9630363036303631,1.0053944706675657,1.2916666666666667,0.7770928126270502,1.5793650793650793,0.6968864998339355,0.6805555555555556,0,0/15208.png
1,0.9897100093545369,0.8991071428571429,1.2258064516129032,0.79793493384249,1.5420560747663552,0.7174427047240816,0.6451612903225806,0,0/15292.png
1,1.0175849941383353,1.005827505827506,1.1864406779661016,0.798156848106212,1.4945054945054945,0.7509050298528862,0.6949152542372882,0,0/153707.png
1,0.9802744425385935,0.9370805369127517,1.2424242424242424,0.7856522241102721,1.5321100917431192,0.7399800715465942,0.6818181818181818,0,0/15381.png
1,1.04281098546042,0.9015037593984963,1.2794117647058822,0.7888322795326395,1.5775862068965518,0.6997000856760363,0.6470588235294118,0,0/156252.png
1,1.0294117647058822,0.9872,0.9318181818181818,0.7593671561249331,1.3974358974358974,0.7786058734861343,0.6818181818181818,0,0/15906.png
1,1.0428689200329762,0.9511811023622048,1.2941176470588236,0.7928566061356167,1.5897435897435896,0.7089799150144518,0.6764705882352942,0,0/164090.png
1,0.9960745829244357,0.9766763848396501,1.2575757575757576,0.790532557799946,1.55,0.7299508769967216,0.6060606060606061,0,0/16453.png
1,1.0102442868400314,0.9577897160399079,1.273972602739726,0.7684810771291845,1.5446428571428572,0.721464886887493,0.684931506849315,0,0/16567.png
1,1.0567210567210568,1.0424382716049383,1.2837837837837838,0.7854894690795046,1.5826086956521739,0.7006589466872204,0.6891891891891891,0,0/1657.png
1,0.9235412474849095,0.9684282772820865,1.2222222222222223,0.7731811409251497,1.5045045045045045,0.7118972585968476,0.7083333333333334,0,0/170559.png
1,0.976592977893368,0.994750656167979,1.3,0.8887240901846738,1.5789473684210527,0.7377214397944273,0.6166666666666667,0,0/170712.png
1,0.9653880463871544,0.998186105568656,1.408,0.69672042803316,1.6872246696035242,0.5829166501152957,0.752,0,0/172833.png
1,1.0650477016478752,0.9941373534338358,1.2121212121212122,0.774897541915188,1.5321100917431192,0.7273596000380995,0.6666666666666666,0,0/17733.png
1,0.9723058398555088,0.9711191335740073,1.3037974683544304,0.773842069287162,1.5905511811023623,0.6825992655140642,0.6835443037974683,0,0/181097.png
1,1.0030546009927452,1.016141429669485,1.1666666666666667,0.6913115409034811,1.492537313432836,0.6799631641583807,0.6904761904761905,0,0/18349.png
1,1.0394337714863497,0.9735812133072407,1.2615384615384615,0.7960237723547244,1.5257731958762886,0.7372921106029743,0.6307692307692307,0,0/183556.png
1,0.9709626093874304,1.0307377049180328,1.0897435897435896,0.6681219547260413,1.4887218045112782,0.6810924975381683,0.6794871794871795,0,0/183619.png
1,0.9885057471264368,0.9548022598870056,1.173913043478261,0.8512565307587486,1.4642857142857142,0.7516476451397037,0.6956521739130435,0,0/185128.png
1,1.0188323917137476,0.921146953405018,1.127659574468085,0.8499877563464932,1.4642857142857142,0.7675093276216456,0.7021276595744681,0,0/1895.png
1,1.0863204096561814,1.008450704225352,1.2567567567567568,0.7596107656982487,1.576271186440678,0.6968399939092194,0.6891891891891891,0,0/196986.png
1,1.0065312046444121,0.9792412312097352,1.3098591549295775,0.785430715245275,1.564516129032258,0.6895495817952466,0.7323943661971831,0,0/201127.png
1,0.9984126984126984,0.9780047132757266,1.0819672131147542,0.7370002706289217,1.4343434343434343,0.7306918186968662,0.639344262295082,0,0/205645.png
1,0.9624796084828712,0.9917218543046358,1.2753623188405796,0.7837327345131663,1.587719298245614,0.7015962017027678,0.7101449275362319,0,0/210070.png
1,1.008888888888889,1.0829493087557605,1.1041666666666667,0.8312918255888122,1.4507042253521127,0.8069117918577186,0.5833333333333334,0,0/212444.png
1,0.9287949921752738,0.9625796178343949,1.3013698630136987,0.7761180377517276,1.575221238938053,0.7046441570866167,0.6986301369863014,0,0/2145.png
1,0.9902200488997555,0.9983633387888707,1.1129032258064515,0.7488754128183471,1.4343434343434343,0.7306918186968662,0.6290322580645161,0,0/21685.png
1,1.0087678818643286,0.9661246612466124,1.3666666666666667,0.7562473883323834,1.631578947368421,0.6375055956260414,0.7444444444444445,0,0/232580.png
1,0.946078431372549,0.9295261239368166,1.1132075471698113,0.8241633836921342,1.411764705882353,0.7605467589497832,0.660377358490566,0,0/232878.png
1,0.9235668789808917,0.9738562091503268,1.1538461538461537,0.8718835905527257,1.5212765957446808,0.743845333158315,0.6730769230769231,0,0/23575.png
1,1.012113055181696,0.9933333333333333,1.0317460317460319,0.6948718602747854,1.527027027027027,0.6644105970267493,0.6984126984126984,0,0/23584.png
1,1.028657616892911,0.9606413994169096,1.2278481012658229,0.7329142232773532,1.504,0.6912354530931578,0.7341772151898734,0,0/238987.png
1,1.020125786163522,0.9396135265700483,1.1538461538461537,0.8256813083303349,1.52,0.7174590404667536,0.7115384615384616,0,0/242353.png
1,0.9817708333333334,0.9817708333333334,1.267605633802817,0.7738170045554926,1.5242718446601942,0.7389003513989855,0.676056338028169,0,0/242397.png
1,0.9785775492716366,0.9768835616438356,1.1147540983606556,0.7549472532510181,1.4343434343434343,0.7445258203553723,0.6557377049180327,0,0/25067.png
1,1.0355677154582763,1.0189959294436906,1.2037037037037037,0.8551647668587555,1.5294117647058822,0.7272065411721678,0.7037037037037037,0,0/252481.png
1,1.0356756756756758,1.0160599571734474,1.2784810126582278,0.7668903050759438,1.6102941176470589,0.668583844628686,0.6455696202531646,0,0/2588.png
1,1.05456570155902,1.0141921397379912,1.25,0.8361534203559066,1.5104166666666667,0.7397694045645741,0.6333333333333333,0,0/25959.png
1,1.0357497517378351,0.9845111326234269,1.2537313432835822,0.7851516661455916,1.5104166666666667,0.7397694045645741,0.7164179104477612,0,0/260781.png
1,0.9722991689750693,1.0056338028169014,1.0909090909090908,0.8577466915658595,1.3384615384615384,0.83435834397089,0.7272727272727273,0,0/2612.png
1,1.1204453441295548,0.9652908067542214,1.2307692307692308,0.805629233294362,1.5555555555555556,0.7147750882559334,0.676923076923077,0,0/26338.png
1,1.0171551107934238,1.0071123755334281,1.1428571428571428,0.7476671794188403,1.4857142857142858,0.7221001117771493,0.6857142857142857,0,0/268634.png
1,0.9833080424886191,0.9551234106207929,1.2222222222222223,0.8120949500429766,1.598360655737705,0.6882705126652784,0.6825396825396826,0,0/27638.png
1,0.9767750497677505,0.9966487935656837,1.3150684931506849,0.797160103965723,1.6106870229007633,0.6745085856096041,0.6712328767123288,0,0/27698 (2).png
1,1.001559819060989,1.005313330207845,1.4285714285714286,0.6994122455158254,1.6887966804979253,0.5761211932590818,0.7218045112781954,0,0/27933.png
1,1.0132340777502067,0.9934479934479934,1.2352941176470589,0.774936628296359,1.5462962962962963,0.7154406427211013,0.6617647058823529,0,0/282319.png
1,1.0187290969899665,0.9635653871177619,1.32,0.7911674575878017,1.6031746031746033,0.6821069133719737,0.72,0,0/29399.png
1,0.9688922610015175,1.0069605568445477,1.2463768115942029,0.774706720626459,1.5689655172413792,0.7129136532999416,0.6666666666666666,0,0/29601.png
1,1.0203252032520325,0.9213917525773195,1.2622950819672132,0.8144863277809373,1.5625,0.7371709792385881,0.6557377049180327,0,0/29700.png
1,1.0129171151776104,1.0281995661605206,1.2295081967213115,0.8040199546228277,1.5523809523809524,0.720322475606911,0.6721311475409836,0,0/2974.png
1,1.0021881838074398,1.006578947368421,1.148936170212766,0.8841287385171746,1.4736842105263157,0.7911794437930637,0.6382978723404256,0,0/30580.png
1,0.9582278481012658,0.9871547848426461,1.2777777777777777,0.7911877721292355,1.5537190082644627,0.7065221537354708,0.6388888888888888,0,0/308793.png
1,1.007157464212679,0.9493545183714002,1.2461538461538462,0.7911773116448287,1.5445544554455446,0.7283509109659646,0.676923076923077,0,0/315199.png
1,1.0079840319361277,1.0019900497512437,1.2419354838709677,0.8235366330245235,1.5392156862745099,0.7267392061881005,0.6129032258064516,0,0/318092.png
1,0.9728892331525949,0.9790209790209791,1.289855072463768,0.787801282710347,1.5573770491803278,0.7047557495872911,0.6811594202898551,0,0/32245.png
1,1.073558648111332,0.9866666666666667,1.180327868852459,0.7854552124153117,1.5247524752475248,0.7293018497980187,0.6229508196721312,0,0/3251.png
1,1.0233100233100234,1.020954598370198,1.2419354838709677,0.8033839061665767,1.5360824742268042,0.7368550240450839,0.6935483870967742,0,0/34807.png
1,1.0359138068635276,1.0134175217048145,1.3333333333333333,0.7672969364884684,1.5803571428571428,0.705683399612787,0.7051282051282052,0,0/351202.png
1,1.1179713340683572,1.0306553911205074,1.125,0.8104432008587535,1.4583333333333333,0.7386569129763284,0.6607142857142857,0,0/354152.png
1,0.957345971563981,1.017094017094017,1.1851851851851851,0.8258574520443192,1.5339805825242718,0.7251170829135049,0.6481481481481481,0,0/36256.png
1,0.9928379588182632,1.0291704649042843,1.2380952380952381,0.8174367039575349,1.5504587155963303,0.7134454550007996,0.6507936507936508,0,0/364005.png
1,1.0117428924598268,0.9944852941176471,1.2857142857142858,0.7755667343294813,1.5691056910569106,0.6904655214265386,0.7012987012987013,0,0/365955.png
1,0.9726735598227474,1.0265553869499242,1.1818181818181819,0.7627700713964738,1.5321100917431192,0.7145162484150137,0.6212121212121212,0,0/371539.png
1,1.0239316239316238,0.9899159663865547,1.0625,0.8096821020517736,1.425,0.7758213287717831,0.7083333333333334,0,0/3746.png
1,0.9933579335793358,0.9918879056047197,1,0.7319250547113999,1.4563106796116505,0.7245918259934985,0.631578947368421,0,0/37885.png
1,1.0161137440758294,1.0315186246418337,1.2222222222222223,0.7919849388524858,1.5242718446601942,0.7255107760469788,0.6666666666666666,0,0/383251.png
1,1.0453586497890295,0.9866803278688525,1.2380952380952381,0.797461410013569,1.5700934579439252,0.7152272304542192,0.6984126984126984,0,0/40303.png
1,1.016778523489933,0.9592502037489813,1.3,0.7866642102639124,1.565217391304348,0.7025072239449851,0.6714285714285714,0,0/407646.png
1,1.0731382978723405,1.0898123324396782,1.2881355932203389,0.85199254201097,1.5483870967741935,0.7592348698905919,0.6610169491525424,0,0/40804.png
1,1.0127659574468084,0.9545454545454546,1.290909090909091,0.8535921324728389,1.511111111111111,0.7531871523014781,0.7090909090909091,0,0/425488.png
1,0.9364089775561097,0.9510050251256281,1.1568627450980393,0.9246090853892328,1.5268817204301075,0.7458784993937535,0.6274509803921569,0,0/42692.png
1,1.0337078651685394,0.9952755905511811,1.1851851851851851,0.8258574520443192,1.5176470588235293,0.7655027091781607,0.6481481481481481,0,0/430589.png
1,0.9742268041237113,0.9691516709511568,1.2567567567567568,0.7596107656982487,1.5304347826086957,0.7048919181856302,0.6891891891891891,0,0/439265.png
1,1.064039408866995,0.9634489222118088,1.2580645161290323,0.8284982240444719,1.5420560747663552,0.7174427047240816,0.6612903225806451,0,0/441329.png
1,1.008736559139785,0.9459635416666666,1.2394366197183098,0.7646621799834106,1.5677966101694916,0.6977229577707592,0.647887323943662,0,0/4426.png
1,0.9984603541185527,0.9651778955336866,1.208955223880597,0.7694412264721879,1.4953271028037383,0.7186705726508893,0.6716417910447762,0,0/443349.png
1,1.0202655485674355,1.0034650034650034,1.2933333333333332,0.7671169848650651,1.5847457627118644,0.6958518260885581,0.68,0,0/44666.png
1,1.0658436213991769,1.0019940179461615,1.2419354838709677,0.8033839061665767,1.5420560747663552,0.7304737908303812,0.6774193548387096,0,0/45945.png
1,1.0101146325016859,1.015551048005409,1.3013698630136987,0.7761180377517276,1.606060606060606,0.674028288503863,0.684931506849315,0,0/47004.png
1,0.9801169590643275,0.9686046511627907,1.1864406779661016,0.798156848106212,1.510204081632653,0.7495001490228207,0.6949152542372882,0,0/4791.png
1,1.0802228412256267,0.9631966351209253,1.2911392405063291,0.7536560246162975,1.5971223021582734,0.6672398745212874,0.6962025316455697,0,0/4906.png
1,1.0773143438453714,0.9672447013487476,1.2295081967213115,0.8040199546228277,1.5648148148148149,0.7139877240253112,0.639344262295082,0,0/49924.png
1,0.9206094627105053,0.9663382594417077,2.2753623188405796,0.7837327345131663,1.5701754385964912,0.7035849823269401,0.6956521739130435,0,0/5042.png
1,0.9730245882072094,1.0041222114451989,1.4545454545454546,0.8634936891060283,1.655,0.6064767681879981,0.8,0,0/5305.png
1,0.9880239520958084,0.8714768883878241,1.0943396226415094,0.814865513759933,1.3953488372093024,0.7558255286917487,0.660377358490566,0,0/54136.png
1,0.995928338762215,0.9798061389337641,1.3066666666666666,0.7706321261625899,1.5779816513761469,0.7109406650978971,0.6933333333333334,0,0/54785.png
1,1.0122659780503551,0.9904214559386973,1.345679012345679,0.7771823117383799,1.5847457627118644,0.6958518260885581,0.654320987654321,0,0/5483.png
1,1.0149136577708007,0.9791827293754819,1.3544303797468353,0.7685813552110532,1.5897435897435896,0.6967145330646939,0.7341772151898734,0,0/55445.png
1,0.9595238095238096,0.9759903961584634,1.2241379310344827,0.8386100331255298,1.530612244897959,0.735044449636415,0.6724137931034483,0,0/57920.png
1,1.1069057104913678,1.0223072020395156,1.2567567567567568,0.7596107656982487,1.5086206896551724,0.7039724507353273,0.7162162162162162,0,0/60336.png
1,0.9977186311787072,0.9962006079027356,1.2205882352941178,0.7696789064044847,1.5495495495495495,0.7101694898689357,0.6470588235294118,0,0/60860.png
1,0.9863574351978172,1.0507042253521126,1.2105263157894737,0.8180299091908725,1.5591397849462365,0.7439957572254822,0.631578947368421,0,0/61182.png
1,1.0217228464419477,1.012677106636838,1.345679012345679,0.7771823117383799,1.5897435897435896,0.6967145330646939,0.6790123456790124,0,0/6361.png
1,0.9969064191802011,1.0124707716289945,1.0172413793103448,0.7130704379553141,1.457142857142857,0.7341736776887258,0.7241379310344828,0,0/65551.png
1,0.9795744680851064,0.9546218487394958,1.2388059701492538,0.7802399055847167,1.5247524752475248,0.7293018497980187,0.6865671641791045,0,0/65707.png
1,0.9576470588235294,1.0032102728731942,1.0357142857142858,0.7376691969682916,1.4862385321100917,0.7151104408240752,0.6785714285714286,0,0/66197.png
1,0.9966032608695652,0.9966032608695652,1.273972602739726,0.7684810771291845,1.5934959349593496,0.6875639865780331,0.6438356164383562,0,0/68076.png
1,1.048206278026906,0.9923664122137404,1.2419354838709677,0.8033839061665767,1.5533980582524272,0.723934718915383,0.7096774193548387,0,0/68916.png
1,1.0700808625336926,1.015748031496063,1.392156862745098,0.7196927664779973,1.6204819277108433,0.6376584126211811,0.7647058823529411,0,0/7493.png
1,0.9765886287625418,0.98989898989899,1.25,0.7645306025618079,1.5691056910569106,0.713813366031152,0.7222222222222222,0,0/75628.png
1,0.9866412213740458,0.9904397705544933,1.2647058823529411,0.7845075850555286,1.5555555555555556,0.7315376902732008,0.6323529411764706,0,0/78060.png
1,1.0034562211981566,0.9919816723940436,1.2372881355932204,0.8374629801565386,1.510204081632653,0.735616691412178,0.7288135593220338,0,0/79345.png
1,0.9832444782939832,0.9534883720930233,1.208955223880597,0.7694412264721879,1.5405405405405406,0.7234234744197366,0.6417910447761194,0,0/7983.png
1,0.937037037037037,0.9923809523809524,1.2923076923076924,0.8610146072199669,1.5631067961165048,0.7231454022508179,0.6153846153846154,0,0/8.190000000000001.png
1,1.011820330969267,1.0605326876513317,1.127659574468085,0.8751899489873673,1.5476190476190477,0.766854974504289,0.6595744680851063,0,0/8.5.png
1,1.0350456072971674,0.9976437323279924,1.2098765432098766,0.7196535517649456,1.4960629921259843,0.700045528542427,0.7530864197530864,0,0/81372.png
1,0.9555256064690026,1.0222996515679443,1.2916666666666667,0.7770928126270502,1.5873015873015872,0.684337241656086,0.6944444444444444,0,0/82218.png
1,0.9154121863799283,0.9517896274653032,1.0508474576271187,0.7292823305887386,1.4864864864864864,0.7117822044936967,0.711864406779661,0,0/84097.png
1,1.0324118207816968,1.0151228733459357,1.21875,0.8061027151061999,1.5480769230769231,0.7224527759257817,0.65625,0,0/84666.png
1,1.008641975308642,1.0136138613861385,1.2333333333333334,0.8102451327476413,1.553191489361702,0.7422288618530342,0.65,0,0/89104.png
1,1.0028818443804035,1.0361328125,1.2714285714285714,0.778728591655461,1.5576923076923077,0.7217417319978416,0.6571428571428571,0,0/902.png
1,0.9969064191802011,1.0124707716289945,1.0172413793103448,0.7130704379553141,1.457142857142857,0.7341736776887258,0.7241379310344828,0,0/90736.png
1,1.0006711409395974,1.0196476964769647,1.2837837837837838,0.7678518384173013,1.578512396694215,0.6922435279064548,0.6621621621621622,0,0/91228.png
1,0.9904610492845787,0.9747634069400631,0.9318181818181818,0.7593671561249331,1.368421052631579,0.7804632002968134,0.6136363636363636,0,0/92449.png
1,0.9853826311263972,1.0488021295474712,0.9629629629629629,0.6994057575518775,1.4536082474226804,0.7362718383391228,0.6296296296296297,0,0/92627.png
1,0.9957831325301205,1.013981762917933,1.2692307692307692,0.7502913187136466,1.5725806451612903,0.6887408931040226,0.6794871794871795,0,0/9346.png
1,1.1099476439790577,0.9658536585365853,1.1111111111111112,0.8587046857760458,1.4583333333333333,0.8038201046026283,0.6222222222222222,0,0/9544.png
1,0.9644970414201184,0.9714964370546318,1.2758620689655173,0.8333635808182649,1.5660377358490567,0.7305427587567805,0.7241379310344828,0,0/97133.png
1,1.0360750360750361,0.9488950276243094,1.2203389830508475,0.8108700438028766,1.5,0.7683498199278325,0.6949152542372882,0,0/9757.png
0,0.9747530186608123,0.4941860465116279,1.1833333333333333,0.7917298517752696,0.96,0.4907219995150827,0.26666666666666666,1,1/11.01.png
0,0.9194805194805195,0.7206053550640279,1.0392156862745099,0.79901900637533,0.9278350515463918,0.5051283393111673,0.43137254901960786,1,1/113149.png
0,1.0044642857142858,0.7203065134099617,1.02,0.7690439333539869,0.8513513513513513,0.45877837883727673,0.38,1,1/121040.png
0,0.9348171701112877,0.27836134453781514,1.1578947368421053,0.7970811413304556,0.90625,0.4371709288740865,0.7543859649122807,1,1/126653.png
0,0.9522700814901047,0.5162748643761302,1.0943396226415094,0.814865513759933,0.9183673469387755,0.44660158650313314,0.32075471698113206,1,1/13.93.png
0,0.912864250177683,0.5611368909512761,1.3517241379310345,0.6617635789938568,1.0612244897959184,0.41528990788907116,0.8206896551724138,1,1/133676.png
0,0.9107505070993914,0.6075085324232082,1,0.7637626158259734,0.8378378378378378,0.43877247909560074,0.3877551020408163,1,1/210153.png
0,0.8816425120772947,0.9330024813895782,1.0714285714285714,0.7593572127947272,0.9072164948453608,0.43499219884777157,0.32142857142857145,1,1/236283.png
0,0.8794788273615635,0.7506067961165048,1.1756756756756757,0.728257596080904,0.9487179487179487,0.43243803315607415,0.21621621621621623,1,1/256859.png
0,0.9816272965879265,0.5534979423868313,1.0188679245283019,0.7718749908187069,0.9479166666666666,0.5103103630798288,0.5094339622641509,1,1/26733.png
0,0.8978062157221206,0.43960615725974206,1.390728476821192,0.6529268456601126,1.08,0.41544264657422036,0.6556291390728477,1,1/301822.png
0,0.880243161094225,0.9440603394091767,1.1014492753623188,0.7305301768585182,0.8803418803418803,0.3514107813978403,0.36231884057971014,1,1/34241.png
0,0.9025157232704403,0.6056263269639066,1.1973684210526316,0.7306569982712867,0.9743589743589743,0.46352358236214425,0.2631578947368421,1,1/348484.png
0,0.9861687413554634,0.5557963163596966,1.1132075471698113,0.8004896904753549,0.9111111111111111,0.48908179147414654,0.3584905660377358,1,1/35502.png
0,0.979253112033195,0.5656455142231948,1.2,0.7537346628814318,0.9035087719298246,0.3755656087437252,0.24285714285714285,1,1/388504.png
0,0.8694980694980695,1.0024813895781637,1.1527777777777777,0.7250006745450427,0.9363636363636364,0.45488727764447573,0.2361111111111111,1,1/39080.png
0,0.9217687074829932,0.6827997021593447,1.1764705882352942,0.7715302969566632,0.9444444444444444,0.4703018186474011,0.23529411764705882,1,1/5.17.png
0,0.9591397849462365,0.5572649572649573,1,0.7905694150420949,0.8378378378378378,0.43877247909560074,0.3877551020408163,1,1/57318.png
0,0.8990267639902676,0.9247842170160296,1.0714285714285714,0.7593572127947272,0.8877551020408163,0.42795734109656663,0.4107142857142857,1,1/65977.png
0,0.8972332015810277,0.7777777777777778,1.225,0.7458747307182692,0.984251968503937,0.4539815388265261,0.2,1,1/69392.png
0,0.8946439081812831,0.4330019290695949,1.393103448275862,0.6592983615192106,1.0759493670886076,0.39911495416047593,0.5448275862068965,1,1/6970.png
0,0.9991883116883117,0.4106529209621993,1.2,0.7745966692414834,0.9827586206896551,0.4931312308043394,0.2923076923076923,1,1/74696.png
0,0.8886699507389163,0.5047095761381476,1.2,0.7745966692414834,0.9405940594059405,0.46522644332019264,0.2153846153846154,1,1/8.120000000000001.png
0,0.9350393700787402,0.23647798742138365,0.9433962264150944,0.8641379506061483,0.8571428571428571,0.450563556889583,0.41509433962264153,1,1/89889.png
0,0.9373549883990719,0.6213592233009708,1.0754716981132075,0.8050097133616938,0.9285714285714286,0.45971752869078963,0.33962264150943394,1,1/9.07.png
0,1.0972762645914398,0.869364161849711,1.7377049180327868,1.1387367173650853,0.9313725490196079,0.5497038612567379,1.0,2,2/10.190000000000001.png
0,1.0332167832167831,0.948073701842546,1.8309859154929577,1.0554066987653588,1.0093457943925233,0.5229691556762691,0.23943661971830985,2,2/10081.png
0,1.0049751243781095,0.95,1.7450980392156863,1.163497095052703,0.9777777777777777,0.5400328283358332,0.29411764705882354,2,2/101.png
0,0.963110667996012,1.0991471215351811,1.6440677966101696,1.0948580740081901,0.9795918367346939,0.5173204521782919,0.3220338983050847,2,2/102491.png
0,0.9834710743801653,0.971830985915493,1.8412698412698412,1.1245981247273609,1,0.521387245906701,0.2857142857142857,2,2/10448.png
0,0.9465195246179966,0.9448685326547922,1.9,1.0921326032988878,1.043103448275862,0.5339311367307723,0.24285714285714285,2,2/105455.png
0,0.9392265193370166,0.9312242090784044,1.8524590163934427,1.1667056980200061,1.021505376344086,0.5512534062530257,0.2786885245901639,2,2/111169.png
0,0.9808102345415778,0.9850427350427351,1.9634146341463414,1.0357215168779388,1.0555555555555556,0.484411224740132,0.1951219512195122,2,2/112259.png
0,0.9738058551617874,0.8865979381443299,1.7457627118644068,1.13855959120441,0.9560439560439561,0.5356634082474618,0.3389830508474576,2,2/112685.png
0,0.9592814371257485,0.8177777777777778,1.5925925925925926,1.037386384204446,0.9666666666666667,0.528937879999983,0.3148148148148148,2,2/11421.png
0,0.8714953271028038,1.0433673469387754,1.489795918367347,1.1387575279588684,0.8888888888888888,0.5188165176916922,0.40816326530612246,2,2/118050.png
0,0.9591397849462365,0.9934354485776805,1.9242424242424243,1.1136993940585316,1.01,0.5411361037930132,0.24242424242424243,2,2/118948.png
0,0.6467439785905441,0.8169291338582677,1.75,1.2160647841797056,0.9809523809523809,0.4996335653593537,0.38333333333333336,2,2/121582.png
0,1.0974729241877257,0.9323725055432373,1.8412698412698412,1.1529254404221267,1.0277777777777777,0.60308139177812,0.30158730158730157,2,2/121989.png
0,0.8366906474820144,0.9790697674418605,2.8714285714285714,1.0621475179543,1.0085470085470085,0.5168826735364428,0.2571428571428571,2,2/13.45.png
0,0.8848987108655617,0.9990234375,1.9104477611940298,1.1109829565774256,1.0085470085470085,0.49992631346213023,0.23880597014925373,2,2/131454.png
0,0.8849206349206349,0.9726775956284153,2.078740157480315,0.9478990905757114,1.0888888888888888,0.4639803635691685,0.1732283464566929,2,2/132374.png
0,0.9786184210526315,0.8366412213740458,1.7636363636363637,1.1215669654160012,1.0125,0.6057477855897085,0.2545454545454545,2,2/133155.png
0,0.9436936936936937,1.0523186682520809,1.7647058823529411,1.1078774523913375,0.990909090909091,0.5157243866988095,0.3088235294117647,2,2/133879.png
0,0.969439728353141,0.9141914191419142,1.9027777777777777,1.1525809644008604,1.0396825396825398,0.5122623335876828,0.4861111111111111,2,2/136228.png
0,0.8497061293031066,0.8358333333333333,1.8695652173913044,1.0834726777719228,0.9619047619047619,0.4985326454052919,0.21739130434782608,2,2/14.03.png
0,0.9535655058043118,0.8908507223113965,1.7678571428571428,1.1117728909444415,1.037037037037037,0.660387091871965,0.2857142857142857,2,2/140622.png
